Data_Pedido,Ano,Trimestre,Mes,Mes_Nome,Semana_Ano,Dia_Semana
2018-12-13,2018,4,12,December,50,Thursday
2018-12-14,2018,4,12,December,50,Friday
2018-12-15,2018,4,12,December,50,Saturday
2018-12-16,2018,4,12,December,50,Sunday
2018-12-17,2018,4,12,December,51,Monday
2018-12-18,2018,4,12,December,51,Tuesday
2018-12-19,2018,4,12,December,51,Wednesday
2018-12-20,2018,4,12,December,51,Thursday
2018-12-21,2018,4,12,December,51,Friday
2018-12-22,2018,4,12,December,51,Saturday
2018-12-23,2018,4,12,December,51,Sunday
2018-12-24,2018,4,12,December,52,Monday
2018-12-25,2018,4,12,December,52,Tuesday
2018-12-26,2018,4,12,December,52,Wednesday
2018-12-27,2018,4,12,December,52,Thursday
2018-12-28,2018,4,12,December,52,Friday
2018-12-29,2018,4,12,December,52,Saturday
2018-12-30,2018,4,12,December,52,Sunday
